Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],Surface area (sq. km) [AG.SRF.TOTL.K2],Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",Income share held by lowest 20% [SI.DST.FRST.20],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Contraceptive prevalence, any methods (% of women ages 15-49) [SP.DYN.CONU.ZS]",Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Prevalence of underweight, weight for age (% of children under 5) [SH.STA.MALN.ZS]","Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]",Forest area (sq. km) [AG.LND.FRST.K2],"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal) [ER.GDP.FWTL.M3.KD]",Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]",Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],"Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]",Start-up procedures to register a business (number) [IC.REG.PROC],Market capitalization of listed domestic companies (% of GDP) [CM.MKT.LCAP.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],High-technology exports (% of manufactured exports) [TX.VAL.TECH.MF.ZS],Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Net barter terms of trade index (2000 = 100) [TT.PRI.MRCH.XD.WD],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS],Net migration [SM.POP.NETM],"Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Net ODA received per capita (current US$) [DT.ODA.ODAT.PC.ZS],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS]
2000,YR2000,Benin,BEN,6865951,2.98399477560651,114760,NA,2691398094.61305,390,9025859973.53171,1310,NA,55.391,5.962,118.5246,NA,NA,144.4,NA,70,37.804328918457,21.8377704620361,0.63332998752594,1.4,50610,NA,288.768445915213,0.232860968567938,58.1128528298556,2569186642.86999,5.85999210110583,4.33806500728493,22.8897878854144,28.2199868795102,21.1403892411983,34.8513011152416,23.5676798600481,NA,NA,NA,0.564235731467308,0.807987123706534,0.104314163795369,39.1174383063634,100,1399689000,2.94491099606914,NA,8879509.36996309,-12763065.7457853,35.6498320480295,374.192394159235,-56153556.566138,4.165404423,0.19628688090415
2000,YR2000,Bermuda,BMU,61833,0.894182915884811,50,NA,NA,NA,NA,NA,NA,77.8853658536585,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,8.36199116976372,NA,3480219000,9.31715557653585,-4.23635541646478,0.668952155022428,11.0730100605738,NA,NA,NA,NA,NA,61.6627861637443,NA,20.3036171674892,NA,22.1537782536099,100,NA,NA,NA,NA,66900000,NA,56284.1686478094,NA,NA,0
2000,YR2000,Bhutan,BTN,573416,2.80718263873439,40077,NA,438794480.54991,770,1606577591.16987,2800,NA,60.758,3.604,78.891,30.7,23.7,77.4,NA,78,49.5009384155273,30.1158504486084,0.856939971446991,NA,26060,NA,NA,0.690660881454302,NA,439158233.199822,6.93302423977509,2.28620909103769,26.8011997099075,35.217635024241,29.3772262558174,48.2876189635561,48.6591423258813,22.8726812851649,NA,NA,NA,0,NA,63.3484650789675,100,211575000,1.60465063440742,NA,NA,NA,93.1086680525134,765.863235765695,NA,4.01099373,0
2000,YR2000,Bolivia,BOL,8339512,1.89810654596445,1098580,66.4,8287322537.18825,990,28382557402.5921,3400,1.1,60.69,4.055,89.9622,53.4,67.3,79.8,NA,84,NA,71.0725479125977,0.953459978103638,0.3,600910,NA,588.177581613888,1.32705678701584,419.808737010031,8397912509.09679,2.50780755336397,5.19540790953587,12.9658126794824,25.7390239639541,18.274745971826,27.3230291378382,18.1434789209746,17.8019804619013,NA,NA,2.06297151860293,6.98626010730604,39.9910009294553,36.4376265730959,100,5899507000,7.847983780965,NA,37000000,736350000,58.2803885886848,1007.00286888451,-733550000,4.608229989,2.3637459165609
2000,YR2000,Bosnia and Herzegovina,BIH,3766706,0.201652405671478,51210,NA,5571967140.63511,1480,18885491125.318,5010,NA,74.413,1.497,21.4168,47.5,98.9,9.9,4.2,80,NA,NA,NA,NA,21850,NA,1153.85432258318,3.66047151012051,2021.92578873955,5505984455.95855,5.50000043583101,28.7901357396865,8.90345408434534,19.3694181939661,28.6903395055523,75.5002714042572,20.5512778670577,NA,NA,NA,NA,2.47924844678613,NA,75.8447473545036,100,2791206000,5.24154117603896,NA,2350912.0467568,146075610.876644,195.90857369808,1461.75052047029,-146075610.876644,NA,0
2000,YR2000,Botswana,BWA,1728340,1.66143389899647,581730,NA,5217033317.76701,3020,13394236799.9168,7750,NA,49.03,3.387,64.6182,44.4,98.5,83.7,10.7,91,93.7361068725586,75.9833526611328,1.02029001712799,26.9,125350,44.1419309085617,1038.75337028594,2.18746137912679,1098.74214564264,5788329609.15755,1.98769585438754,14.1709668913066,2.79469978903454,46.3006545686044,51.8318100701299,40.0929196197881,29.551080393757,NA,NA,16.8893284593426,3.19123358922349,12.8556881169214,0.507257092631909,82.165327843039,100,452434000,1.26374103434353,NA,133941061.157217,57171313.1719089,17.716421537429,3349.06882277651,-54918578.9650885,8.601485149,0
2000,YR2000,Brazil,BRA,175287587,1.45290130985506,8515770,NA,675789947650.662,3860,1511084520418.69,8620,NA,70.055,2.3,79.6726,NA,98.6,35.8,NA,99,NA,NA,NA,0.3,5212740,NA,1069.33746540763,1.87111831255912,1891.97082164181,655420645476.906,4.11248423957215,5.88548212816984,4.75045997570861,23.0066186321239,10.1880480043795,12.4517133524146,18.9031192683871,19.5546641476175,NA,34.5049109393623,1.73072614719431,13.228644079629,18.7272598749131,17.414587225422,100,242511682000,9.34562892885387,NA,338325000,32994718699.75,1.3752827802918,3739.11613876518,-30497652699.75,7.044702451,1.24967874936396
2000,YR2000,British Virgin Islands,VGB,20645,2.23847908600376,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,NA,NA,4.97340760474691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,8097400000,NA,NA,NA,NA,NA
2000,YR2000,Brunei Darussalam,BRN,333241,2.10824602200169,5770,NA,4892094612.36352,14680,21672273336.5832,65030,NA,75.202,2.218,25.7984,NA,99.5,11.8,NA,99,114.808151245117,84.6553268432617,0.982010006904602,NA,3970,NA,7155.50007352037,14.1402018359085,7544.08971285046,6001153306.2645,2.84942185782728,29.0157091741674,1.02441349174926,63.6697733362022,67.3543319201318,35.8172935494234,13.0579192709893,NA,NA,NA,4.06921009179954,28.5078966873824,NA,83.4839529056881,100,NA,NA,NA,NA,NA,NA,18008.4482589612,NA,1.558152476,24.0565578481998
2000,YR2000,Bulgaria,BGR,8170172,-0.493896416633318,110990,14,13508111437.359,1650,50818986096.5993,6220,NA,71.6634146341464,1.26,43.8564,NA,99.8,17.5,NA,89,96.1650772094727,92.7978591918945,0.977029979228973,0.1,33750,NA,2277.36796728392,5.32803434248386,3673.60687143429,13153016530.8718,4.94055377635733,7.31080293044066,11.0361431978172,22.6748902527231,36.4744448184247,41.8198927233796,19.1905556470613,22.4396944979554,NA,0.981447865567642,2.67117352602067,9.22755257173015,2.87184379672283,86.6367540347396,100,12008619000,9.98911116796309,NA,25957718.7965305,1001503841.99968,NA,1609.88245178581,-998219916.685135,10.3162598,0.04656315220709
